ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_8TKQng35ko6AZEJ,"The problem in food production caused by extreme weather, as well as the resulting economic issues such as repair costs, and the potential political conflicts that may arise.","Buy more durable clothing and recycle old clothes; use fewer plastic bags, or choose not to use any plastic bags when shopping.",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_2mPCMV0B7eSHaUN,more frequent extreme weathers,"As students, what we can do for combatting climate change is more than our expectations. We can choose public transportation and choose products with more climate-friendly processes. Also, itâs important that we try our best not to waste.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Az5Dj8U6kY9lfz,"'- more intense temperatures 
-extreme weather phenomena 
- threat to society (health, employment and education)
",'- eat more sustainably,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2rCcp99KYmIki7T,"the metling of the glaciers, the extreme weather, dying of animals",,Fully Human Written,0.0,0.0,1.0,,,,
R_8kH8m8pH6ubnrNp,Food,Students shouldn't fly so often. And also buy food local and saisonally.,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2MhrSnngvpjhDXm,Death,,Fully Human Written,0.0,0.0,1.0,,,,
R_2vO5PFoR664e1mF,Global Warming and the increase in temperature fluctuations around the world.,,Fully Human Written,0.0,0.0,1.0,,,,
R_8je5JPXemzJ9MQH,"Most inherent consequences I think will be extreme weather events as well as rising temperatures. With that we will face rising sea levels, extreme drought periods and loss of biodiversity, but also migration due to climate change, which could lead to conflicts.",,Fully Human Written,0.0,0.0,1.0,,,,
R_2i7FhI0oZwj8zjX,"Species extinction, rising waters",,Fully AI Generated,1.0,0.0,0.0,,,,
R_8CdcMnGZyKTTh7J,"Destruction of ecosystems, areas that become uninhabitable = people losing theor homes",,Fully Human Written,0.0,0.0,1.0,,,,
R_862OXP9rQqA6E9h,Immigration crisis and displacement due to natural disasters and lack of resources,"Reduce personal CO2 emission, walk and take public transportation as much as possible. As well, engage in scientific research and organizations in combating climate change. Most importantly, stay aware and compassionate about tragedies, challenges and massive changes that can happen to other people in this world due to extreme whether and other effects of climate change. Never think that we are not part of this.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2PtWhnOqdAIds7L,famine,They could use their scientific expertise to build something that helps combat climate change.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2cSyGJsf4rQio6I,"erosion of coasts, loss of biodiversity and local species, deepening of the gap between richer and poorer countries",,Fully Human Written,0.0,0.0,1.0,,,,
R_20is4BbjP5RBkD4,"Severe thunderstorms, loss of glaciers",,Fully Human Written,0.0,0.0,1.0,,,,
R_8AEAcsUjK011mok,"Heatwaves, floods, earthquakes, water providing, Food",,Fully AI Generated,1.0,0.0,0.0,,,,
R_8Pnjez3WP5QPbIj,"I believe the problems of the world are problems for Europe as well - even if they do not directly affect Europe immediately, they will later on. The biggest consequences in my opinion are undoubtedly the loss of ecodiversity, with flora and fauna going extinct every day, many of which are creatures within processes that help keep both humanity and the planet's natural systems running. In addition, the loss of climate stability caused by both this and the weather changes of climate change will lead to food scarcity, causing starvation for hundreds of millions of people at the very least.",,Fully Human Written,0.0,0.0,1.0,,,,
R_2yLL2yIsuhDVaGR,"more natural diasters and higher temperatures
",We as students can do a lot to improve the climate and our planet. For example taking the public transport. Learn more how to be suistanable and build habits that reduce wastage. Also recycle and be aware what you buy. As students we already live on a limited budget so being suistanble is easier!,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8sZsujYm9X9BPpu,"Extreme variability in the weather, reaching extreme temperatures (both highs and lows), lack of natural resources, loss of glaciers, among many others.","It is incredible that, even though 96% of us believe that climate change is a global threat, just a few know that making simple changes in our daily lives could potentially have a greater impact than we think. For example, just by ensuring we do not waste food, we have a more positive influence on climate change than the implementation of renewable energies. This is because food requires energy and land to be produced, energy to be transported, and if wasted, it becomes a source of greenhouse gases. This is just an example of how our daily actions can have huge impacts. We decide if they are positive or not.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_27qvNSvmyrYQ0LK,Weather extremes,,Fully Human Written,0.0,0.0,1.0,,,,
R_8lrbncOdQH7nrBm,an uninhabitable world due to extreme weather conditions,"One of the leading causes of climate change is animal agriculture, which only exists because there's such a high demand for animal products like meat or dairy. Reducing the demand for these products by choosing plant-based options will automatically be followed by a reduction in supply. Luckily, plant-based meals and ingredients are widely available in Zurich. Another benefit, especially for students, is that plant-based foods are on average cheaper than (subsidized) animal products. Overall, ditching animal products is a win for everyone.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
